,full_text,created_at,favorite_count,quote_count,retweet_count,reply_count
1252,If an internet stranger comes into your mentions and is even the least bit irritating there is zero reason not to block them immediately; your life is too short for you to spend any of your precious attention on a random screen name that just showed up to antagonize you,2022-04-18T22:48:37.000Z,14001,266,3107,139
1253,"We don’t need any more commentators agonizing over why people are still (!!) wearing masks.

It’s to avoid getting sick.

Even if I’m 99.9% sure I’ll survive (not everyone is!), maybe I don’t wanna get sick? Or make others sick?

Not wanting to get sick is actually very normal!",2022-03-05T23:31:22.000Z,14032,172,2811,288
1254,A surprisingly large part of having expertise in a topic is not so much knowing everything about it but learning the language and sources well enough to be extremely efficient in google searches.,2018-12-08T16:34:14.000Z,13776,350,3210,168
1255,"Was recently asked to do a TV thing, 4 hours, in studio.

Asked about ventilation in studio, they said they didn’t know.

Asked if studio crew could wear masks, they said no, not required to.

Asked if I could wear a mask, they said no.

So anyway I didn’t do the TV thing.",2023-05-26T02:29:57.000Z,13904,24,684,105
1256,"Scientists: We built a machine that can measure the warping of space to 1/1000th the width of a proton
Politicians: Let's go with our guts",2017-06-02T05:46:00.000Z,13399,111,6177,104
1257,"Stating scientific facts about the atmosphere of our planet is not and must not be ""politics."" Reality should not be a political stance.",2017-01-24T23:02:18.000Z,13206,115,8060,88
1258,Quick shout-out to those who do the smart and caring thing even when it's no longer legally mandated,2022-02-28T16:10:07.000Z,13593,34,2021,56
1259,"There is no such thing as “young, healthy people who don’t need health insurance.” Youth &amp; health are temporary, accidents unpredictable",2017-12-02T06:03:58.000Z,13125,207,3899,162
1260,"""Grandpa, what did YOU do when Nazi sympathizers took over the White House?""
""I thought maybe I could get lower taxes by cooperating""
@GOP",2017-08-16T03:16:23.000Z,12700,274,6001,92
1261,"It is so weird to be so frequently put in a position by friends, organizations, even strangers, to explain why I don't want to get sick. Yes, I'm willing to take some very small, simple, easy precautions to avoid getting sick. On account of not wanting to get sick.",2022-09-18T17:21:44.000Z,13113,164,2126,12
1262,It’s only a matter of time until employers realize the Myers-Briggs types are meaningless and then only a matter of a little more time until they’re replaced by Harry Potter houses,2018-08-15T01:17:58.000Z,12921,411,2531,288
1263,"What I want to see on Twitter: the tweets voluntarily tweeted by people I choose to follow, in order
What Twitter wants to show me: anything but that, apparently",2018-08-16T01:47:28.000Z,12749,118,2826,135
1264,"One of the proposals in the “Green New Deal” is to build high-speed train lines so flying is less necessary. This is not a radical proposal. In Japan, the Shinkansen covers distance approx LA-San Francisco in 2.5 hrs. At peak, trains every 10 minutes. The line was built in 1964.",2019-02-08T01:35:37.000Z,12790,293,3410,275
1265,Having to prove you’ve been vaccinated against various deadly diseases prior to travel is a pretty common thing around the world; it seems very sensible to do it for a global pandemic that has killed almost 3 million people,2021-03-31T12:07:20.000Z,12900,63,1614,104
1266,"Right now, in the center of the Sun, there's a nuclear reaction converting hydrogen to helium, producing neutrinos, photons, &amp; positrons. A neutrino from this reaction will pass through you just over eight minutes from now. The photons won't arrive for at least 100,000 years.",2019-09-27T16:39:03.000Z,12670,399,3262,260
1267,@MargaretAtwood No one is banning the word “woman.” Many organizations are — rightly — opting for precise language when talking about things that have to do with biological traits rather than gender identity. It’s not an attack on womanhood to NOT equate gender with specific biology.,2021-10-19T12:07:55.000Z,12524,145,719,753
1268,A good rule of thumb is that if you see a headline saying something “breaks the laws of physics” the headline is wrong,2019-10-19T04:00:53.000Z,12463,53,1436,124
1269,I absolutely love that the Moon has gotten involved 🌕,2021-03-29T12:32:26.000Z,12520,59,1685,125
1270,"One downside of being an astrophysicist is hearing lyrics like ""I am attracted to you like the Sun to the Moon"" &amp; involuntarily twitching",2017-12-12T23:02:05.000Z,12238,275,1947,215
1271,"Just FYI: the following are not compliments:
""Wow, you don't LOOK like a scientist!""
""Pretty AND smart!""
""A girl with a brain!""",2017-09-28T22:55:38.000Z,12267,221,4075,253
1272,"The Delta variant is essentially a new pandemic, but one that we’ve entered with incredibly effective weapons to fight it. We have a vaccine, we have masks, we know how it transmits and what kinds of environments are most dangerous. We don’t have to just let it tear through us.",2021-08-07T14:29:42.000Z,12300,121,2217,141
1273,I’m not happy that ANY person has the power to launch nuclear weapons but I’m VERY happy that it’s no longer Donald Trump,2021-01-20T18:59:41.000Z,12180,29,984,114
1274,"Me: High speed trains are not a revolutionary idea; maybe we could have them?
Reply Type 1: TRAINS ARE IMPOSSIBLE &amp; FOR COMMIES
Reply Type 2: PEOPLE WILL STILL FLY AND THE WORLD WILL BURN; TRAINS ARE USELESS
Everyone else: the trains in other countries make me cry for America 😔",2019-02-08T15:54:27.000Z,11950,148,1794,345
1275,"In case you’re wondering how the radical-left indoctrination is going: once at the end of a full graduate-level cosmology course, a student told me that she really enjoyed the class even though, as a Christian, she believed it was all lies. 🙃",2020-07-11T14:40:45.000Z,11996,100,1289,259
1276,"He’s just a big jokester, see, and the joke is that he hates trans people and thinks public health is oppression, and he thinks all that is really funny because he doesn’t care if people die.",2022-12-11T19:41:52.000Z,12116,17,1130,4
1277,I’m starting to lose faith in the traditional climate change mitigation plan of “only whatever is of exactly zero inconvenience to people with vast amounts of money”,2018-10-08T12:51:54.000Z,11819,57,3345,86
1278,"I’m not sure how widely this is understood. It’s not that the chance of getting sick is actually low now, it’s that our leaders have decided that it’s time for us to just be cool with getting sick a lot now, and we’re all being socially pressured to act like it’s weird not to be.",2023-04-29T19:40:07.000Z,11979,45,3029,87
1279,Refusing to support kids when they tell you they're transgender does reduce the chance they'll grow up to be trans but only by reducing the chance they'll grow up,2022-02-23T18:43:45.000Z,11926,84,2762,62
1280,"The oil companies knew exactly what they were doing to the planet, so they lied to us and did it anyway. For a profit.",2019-05-14T21:40:10.000Z,11509,145,5632,116
1281,It shouldn't take a deadly pandemic to make it painfully obvious that tying health care to employment and then firing people who get sick is a terrible system.,2020-06-30T15:15:56.000Z,11594,54,3247,49
1282,"Initiating a “debate” about the rights and lives of oppressed and marginalized people to prove to everyone that you’re a supremely rational impartial being focused only on The Science is, in fact, astonishingly cruel.",2023-04-30T13:33:16.000Z,11454,48,1796,57
1283,"Climate inaction in government is not so much like yelling ""fire"" in a crowded theater as it is like seeing the theater is on fire and locking all the doors and telling us to remain calm for fear that we might ask for our tickets to be refunded",2019-05-13T19:28:42.000Z,11410,106,4101,50
1284,"I say this seriously and it is not a contested statement: the new CDC guidance is predicated on the assumption that you are *entirely okay* with catching Covid and passing it on to others. If you are NOT okay with that, you’re just a footnote in the new guidance.",2022-02-27T22:39:32.000Z,11289,117,3560,70
1285,"@mattxiv The embodiment of someone who is incapable of understanding or caring about anything until it affects him, personally",2022-12-02T17:48:23.000Z,11139,8,287,25
1286,"Anyone who would say ""It only takes a moment to fire off an e-mail!"" has a vastly different relationship to e-mail than I do.",2018-06-04T15:15:22.000Z,10974,104,1839,72
1287,"The Large Hadron Collider at CERN is the most complex &amp; sensitive particle physics experiment ever constructed. If it hasn't found evidence for some kind of new ""energy"" that alters your ""frequencies,"" some bracelet or sticker or crystal you buy for $36 is not gonna do it either.",2019-02-15T20:11:28.000Z,10697,173,2890,246
1288,"If someone tells you their pronoun is “they,” just use “they” when you refer to them. This is not difficult; they are literally telling you the word and it is not even hard to pronounce. It might take you some time to internalize it but with practice you will do fine, I promise.",2019-09-15T03:32:05.000Z,10758,63,1970,100
1289,"🚨 Twitter now has a tool for REPORTING COVID-19 MISINFORMATION. How it works:

1) Report tweet
2) Choose “It’s misleading”
3) Choose “Health”
4) Choose “COVID-19 information” https://t.co/cCMRkJWGov",2021-08-20T12:24:14.000Z,10694,710,5954,234
1290,I want America to be a country where Black Lives Matter and Nazi opinions don't.,2017-08-13T00:50:31.000Z,10377,48,2778,51
1291,"Here’s the thing. Pepper spray can kill. Rubber bullets can kill. Both are being used to “disperse” people who are peacefully exercising their first-amendment rights of speech *and assembly*. There’s no excuse for it, no justification. It’s violent, oppressive, unconstitutional.",2020-06-07T16:12:01.000Z,10412,38,3345,51
1292,Reminder: never make fun of someone who is learning something new. https://t.co/rt7HNcJH50 https://t.co/lEMqHOQagi,2017-03-19T20:01:46.000Z,10375,289,6045,61
1293,"Saying ""I don't need to worry about catching COVID because I am young and healthy"" is like saying ""I don't need to obey traffic laws because I am driving a tank""",2020-11-30T17:41:16.000Z,10330,117,1591,81
1294,"Every time people like EM bring up how they want to create an ""ultimate unlimited free-speech zone"" they seem to forget that plenty of sites with that setup already exist (parler, gab, truth social), it's just that normal people don't want to hang out on them 'cause they're awful",2022-11-27T18:26:25.000Z,10316,32,1327,110
1295,"🚨 Some news from me! 🚨

I am ABSOLUTELY THRILLED to announce that, as of June 1, 2022, I will be joining the @Perimeter Institute for Theoretical Physics as the inaugural 

Hawking Chair in Cosmology and Science Communication

https://t.co/TRSFrucdoN (auto-CCs at YouTube link) https://t.co/F4s7rhT3Zr",2021-12-07T21:08:18.000Z,10413,131,480,771
1296,Twitter REALLY needs a “report for public health misinformation” button because wow there’s a lot of harm being done on here,2020-10-18T15:57:16.000Z,10173,73,1620,100
1297,"Every time someone unfollows me for making a political statement I shed a single tear, and like the sulfuric acid rain on Venus, it evaporates before it has a chance to hit the ground",2020-05-30T22:56:21.000Z,9977,42,750,146
1298,Avoiding covid has become one of my most long-standing and (surprisingly) least socially acceptable hobbies,2023-02-09T12:52:30.000Z,10108,53,944,127
1299,books,2022-09-01T20:54:13.000Z,9298,236,1957,212
1300,What's a book you wish you could read again for the very first time?,2022-10-18T17:08:00.000Z,7528,1485,540,3151
1301,It's us. We're Claire.,2022-05-12T19:51:07.000Z,7328,122,1461,76
1302,PSA: you don’t need to finish books you’re struggling to read. Reading is allowed to be fun!,2023-10-04T17:00:00.000Z,7209,330,1783,138
1303,Be dangerous. https://t.co/80y0y1Gc1L,2017-10-11T15:06:41.000Z,5867,228,2659,56
1304,What's a book you wish you could read again for the very first time?,2021-06-09T16:00:21.000Z,5569,998,509,2944
1305,Be proud of what you read. #YAWeek https://t.co/YxR77bQSd5,2018-07-31T13:00:49.000Z,5391,244,1514,93
1306,"Do you sometimes bring a book (or several) with you, even on short errands, ""just in case""? Asking for a friend.",2018-07-04T13:01:21.000Z,5251,311,555,862
1307,What book would you recommend to your friend who insists that reading isn’t for them?,2022-11-10T18:10:01.000Z,5196,428,477,1408
1308,What book made you fall in love with reading?,2023-01-19T18:00:00.000Z,5218,1617,429,3460
1309,"I only have two modes: 

1. voraciously read an entire book in 48 hours. 
2. take over a month to get halfway through a book.

It really does feel like there’s no in-between.",2023-11-08T20:00:06.000Z,5150,159,1354,76
1310,Have you tried your hand at writing books? https://t.co/cTTksPAIVY,2018-03-17T15:25:06.000Z,4980,213,1294,182
1311,What's the last book you recommended to a friend?,2022-05-02T21:00:00.000Z,4770,476,389,3003
1312,What book would most people be shocked to realize you haven’t read yet?,2022-05-11T23:00:00.000Z,4745,713,268,1504
1313,The word of the day is... https://t.co/VVBco94Xte,2019-01-20T13:00:13.000Z,4751,479,1661,153
1314,What's a book you wish you could read again for the first time?,2021-05-03T13:12:01.000Z,4540,885,429,2803
1315,What was the best book you’ve read this year?,2022-12-27T18:00:00.000Z,4489,1140,465,2465
1316,What was the last book you recommended to a friend?,2022-02-23T21:24:00.000Z,4424,517,390,2761
1317,What was the last book you stayed up too late reading?,2022-02-10T00:00:00.000Z,4316,584,352,2121
1318,What do you use as a bookmark? https://t.co/9G7YJhsX56,2018-06-13T13:04:16.000Z,4184,401,1611,652
1319,Guilty. https://t.co/9MkKscoI82 https://t.co/0k0pgOXdka,2018-03-29T21:01:03.000Z,4149,292,1252,151
1320,We'll take that as good news. https://t.co/EyM5f3EANW,2019-09-29T17:00:09.000Z,4151,70,1497,39
1321,Do you listen to music while reading?,2022-05-18T23:00:01.000Z,4063,532,204,1275
1322,"At least we knew what the words meant, if only by context. https://t.co/wWTRXAyk8n",2018-08-05T16:07:02.000Z,4024,127,1333,63
1323,What's a book you wish you could read again for the very first time?,2021-06-23T13:00:20.000Z,4028,727,301,2220
1324,What was the last book you rated five stars?,2021-05-31T16:04:02.000Z,4003,562,354,2636
1325,What was the last book you rated five stars?,2022-01-12T23:00:00.000Z,3978,732,398,2624
1326,"Me: I’m going to read all the dozens of books I’ve owned for years!
Also me: Goes to a bookstore, buys 5 new books, and starts reading one of them.",2023-07-03T17:00:01.000Z,4030,196,784,132
1327,What book did you read this year that surprised you? 😮,2022-10-20T19:02:00.000Z,3903,362,320,1237
1328,New life goal: Having a secret reading room. https://t.co/CLeVE3sykD,2018-03-10T19:01:35.000Z,3891,187,1303,75
1329,What was the last book that you purchased? 📖,2022-10-04T17:45:00.000Z,3778,750,223,3181
1330,Up for a blind date? https://t.co/IObc8mq0us,2018-03-09T03:41:35.000Z,3829,219,932,95
1331,"If you were transported to the setting of the book you're currently reading, where would you be?",2022-10-11T17:03:00.000Z,3669,1199,243,3606
1332,Woman Turned 110-Year-Old Dead Tree into a Magical Free Little Library for the Neighborhood https://t.co/vE4FbegdoQ https://t.co/DMxDMmyNdA,2019-01-10T00:00:02.000Z,3666,209,1080,73
1333,What was the last book you rated five stars?,2021-03-03T16:20:03.000Z,3549,590,312,2799
1334,What's a book you wish you could read again for the very first time?,2023-01-31T21:40:00.000Z,3562,859,290,2018
1335,Raise your hand if you have a never-ending reading list. https://t.co/wHagX6z0X3 https://t.co/ZUsrhqptXU,2018-06-09T21:00:08.000Z,3531,167,1127,184
1336,Friendly reminder that it is okay to DNF a book that doesn’t spark joy. There are other books on the shelves.,2023-06-02T18:00:01.000Z,3555,189,840,96
1337,The word of the day is... https://t.co/Go7IuMuw1s,2018-01-09T00:00:49.000Z,3506,248,1483,94
1338,It's Friday! What are you reading this weekend?,2022-05-27T15:00:00.000Z,3461,462,213,2008
1339,It's Friday! What are you reading this weekend?,2022-07-15T18:32:45.000Z,3401,322,208,1737
1340,The word of the day is... https://t.co/SsKLqouD1K https://t.co/7B3fkpATBN,2018-09-02T20:30:00.000Z,3459,267,1288,88
1341,What was the last book you stayed up too late reading?,2021-04-14T22:10:01.000Z,3451,443,273,2012
1342,Based on true events. https://t.co/vXFYTu2bo8 https://t.co/SePKf3gP85,2018-05-06T13:00:21.000Z,3466,247,1106,151
1343,What was the last book you stayed up too late reading?,2021-12-27T21:00:00.000Z,3429,508,258,1928
1344,It's Friday! What are you reading this weekend?,2022-07-08T15:05:00.000Z,3401,399,212,2312
1345,It's Friday! What are you reading this weekend?,2022-04-29T15:00:00.000Z,3401,384,203,2233
